Date;Active_Power_ 1H_kW;Ambient_Temperature_ 1H_m_s;Wind_Direction_1H;Wind_Speed_1H_m_s;Exported_Energy_1H_kWh;Imported_Energy_1H_kWh;Reactive_Q1_1H_kVArh;Reactive_Q2_1H_kVArh;Reactive_Q3_1H_kVArh;Reactive_Q4_1H_kVArh;Humedad_Relativa;Presion_Atmosferica_mbar
21/07/2023 09:00;20472,216;14,547;29,228;15,874;16053;0;0;4401;0;0;38,44;900,274
21/07/2023 10:00;18474,867;15,948;13,961;20,863;18468;0;0;4156;0;0;38,44;900,943
21/07/2023 11:00;21220,529;16,93;332,178;18,349;20509;0;0;4983;0;0;38,44;901,907
21/07/2023 12:00;20961,479;18,449;69,759;17,77;20688;0;0;6102;0;0;38,44;902,608
21/07/2023 13:00;20788,28;19,443;173,284;16,22;20556;0;0;6093;0;0;38,44;901,718
21/07/2023 14:00;20567,508;20,544;149,037;13,673;20337;0;0;5975;0;0;38,44;901,103
21/07/2023 15:00;19636,08;20,932;180,728;11,284;19350;0;0;5625;0;0;38,44;900,843
21/07/2023 16:00;11463,48;21,389;226,207;8,202;13122;0;0;6816;0;0;38,44;901,394
21/07/2023 17:00;9259,38;20,29;97,318;7,762;9306;0;0;7404;0;0;38,44;901,62
21/07/2023 18:00;9151,474;20,857;40,74;7,674;9077;0;0;6949;0;0;38,44;901,545
21/07/2023 19:00;9964,62;20,947;34,133;7,68;10245;0;0;5961;0;0;38,44;901,919
21/07/2023 20:00;2620,072;21,301;225,865;4,75;4195;0;0;5247;0;0;38,44;902,185
21/07/2023 21:00;-96,263;22,291;177,352;2,512;87;253;7043;2420;0;0;38,44;901,959
21/07/2023 22:00;3154,031;21,533;148,774;5,299;1814;68;1818;4947;0;0;38,44;902,291
21/07/2023 23:00;16892,97;22,041;334,72;10,59;14025;0;0;5614;0;0;38,44;902,348
22/07/2023 00:00;18292,032;23,188;129,667;10,186;18016;0;0;6302;0;0;38,44;902,096
22/07/2023 01:00;14763,146;22,815;309,448;8,916;15998;0;0;7218;0;0;38,44;901,989
22/07/2023 02:00;6792,225;16,697;91,258;6,84;8542;0;0;7413;0;0;38,44;901,337
22/07/2023 03:00;3462,791;12,747;321,138;5,433;3663;0;0;7687;0;0;38,44;900,224
22/07/2023 04:00;2536,351;10,569;127,743;5,173;2130;15;586;6821;0;0;38,44;899,239
22/07/2023 05:00;3277,265;8,151;15,087;5,667;3474;0;0;7813;0;0;38,44;899,159
22/07/2023 06:00;2155,131;8,311;131,968;4,972;2369;0;0;7406;0;0;38,44;899,083
22/07/2023 07:00;613,834;8,136;53,465;3,938;859;10;1005;5791;0;0;38,44;899,834
22/07/2023 08:00;6808,996;6,498;85,627;6,398;4763;0;0;7287;0;0;38,44;900,707
22/07/2023 09:00;8799,34;5,536;183,657;7,292;10399;0;0;7896;0;0;38,44;901,452
22/07/2023 10:00;7784,374;5,505;2,164;7,332;7640;0;0;6473;0;0;38,44;902,12
22/07/2023 11:00;13164,372;7,642;261,499;8,802;12562;0;0;7059;0;0;38,44;903,267
22/07/2023 12:00;17587,257;10,305;102,748;9,67;15614;0;0;7660;0;0;38,44;904,144
22/07/2023 13:00;21155,883;10,781;262,895;11,079;20446;0;0;5696;0;0;38,44;904,674
22/07/2023 14:00;20138,212;11,522;352,171;10,647;20054;0;0;5964;0;0;38,44;904,909
22/07/2023 15:00;17356,718;12,066;200,234;9,756;18877;0;0;6222;0;0;38,44;905,7
22/07/2023 16:00;17920,618;12,352;6,991;9,905;16884;0;0;6976;0;0;38,44;906,325
22/07/2023 17:00;21278,789;11,104;219,492;11,948;20568;0;0;5561;0;0;38,44;907,407
22/07/2023 18:00;20956,749;10,104;242,569;11,203;20945;0;0;4981;0;0;38,44;908,884
22/07/2023 19:00;18539,382;9,626;183,956;10,098;18898;0;0;5667;0;0;38,44;910,239
22/07/2023 20:00;19027,862;8,458;63,025;10,986;19235;0;0;5651;0;0;38,44;911,37
22/07/2023 21:00;10670,862;8,032;37,704;7,917;13578;0;0;6075;0;0;38,44;912,089
22/07/2023 22:00;5361,964;7,943;178,976;6,398;5193;0;0;6121;0;0;38,44;912,341
22/07/2023 23:00;7115,783;8,959;116,84;6,935;7909;0;0;7103;0;0;38,44;912,854
23/07/2023 00:00;4595,325;8,873;256,89;6,194;4353;0;0;7221;0;0;38,44;913,054
23/07/2023 01:00;3749,408;8,526;206,427;5,863;3920;0;0;7462;0;0;38,44;913,507
23/07/2023 02:00;2057,769;7,943;214,339;4,871;2235;0;0;6669;0;0;38,44;913,747
23/07/2023 03:00;1551,522;7,874;88,137;4,601;1059;0;0;6618;0;0;38,44;914,394
23/07/2023 04:00;2868,279;7,626;185,448;5,343;2227;0;0;6620;0;0;38,44;914,739
23/07/2023 05:00;1766,646;7,21;42,943;4,797;2253;0;0;6613;0;0;38,44;915,207
23/07/2023 06:00;1510,402;7,486;167,572;4,641;1179;0;0;6626;0;0;38,44;915,49
23/07/2023 07:00;2876,485;7,164;274,675;5,524;2973;0;0;6538;0;0;38,44;915,793
23/07/2023 08:00;744,571;7,123;190,518;4,04;1113;0;99;6525;0;0;38,44;916,492
23/07/2023 09:00;926,075;7,949;125,115;3,988;380;30;2262;4337;0;0;38,44;918,294
23/07/2023 10:00;3041,592;7,874;254,305;5,27;2605;0;0;6598;0;0;38,44;919,301
23/07/2023 11:00;6217,54;8,137;192,588;6,505;5589;0;0;6558;0;0;38,44;919,972
23/07/2023 12:00;5265,369;8,63;173,465;6,241;5424;0;0;7218;0;0;38,44;920,17
23/07/2023 13:00;6630,051;9,364;26,652;6,759;5729;0;0;7022;0;0;38,44;919,298
23/07/2023 14:00;7900,972;8,877;83,562;7,04;7779;0;0;6510;0;0;38,44;918,16
23/07/2023 15:00;7952,999;8,34;38,942;7,065;8031;0;0;7255;0;0;38,44;917,419
23/07/2023 16:00;10245,27;8,006;5,239;7,546;9556;0;0;7200;0;0;38,44;917,269
23/07/2023 17:00;16108,094;7,948;274,774;9,23;14583;0;0;7233;0;0;38,44;916,98
23/07/2023 18:00;18869,276;7,815;148,237;10,533;17663;0;0;6539;0;0;38,44;917,206
23/07/2023 19:00;19832,614;7,628;244,978;12,761;20386;0;0;4579;0;0;38,44;917,063
23/07/2023 20:00;18429,753;7,311;203,673;11,63;17471;0;0;4647;0;0;38,44;917,581
23/07/2023 21:00;21621,9;6,833;184,051;11,867;20626;0;0;4616;0;0;38,44;917,619
23/07/2023 22:00;21621,9;6,833;184,051;11,867;15557;0;0;6508;0;0;38,44;917,543
23/07/2023 23:00;21621,9;6,833;184,051;11,867;16126;0;0;5190;0;0;38,44;917,379
24/07/2023 00:00;21621,9;6,833;184,051;11,867;20793;0;0;5496;0;0;38,44;917,432
24/07/2023 01:00;21621,9;6,833;184,051;11,867;19509;0;0;6887;0;0;38,44;916,901
24/07/2023 02:00;21621,9;6,833;184,051;11,867;20576;0;0;5770;0;0;38,44;916,681
24/07/2023 03:00;18919,002;4,327;181,279;10,651;19692;0;0;6242;0;0;38,44;916,592
24/07/2023 04:00;20272,016;3,833;322,278;11,059;20074;0;0;6778;0;0;38,44;915,938
24/07/2023 05:00;20574,111;3,984;205,432;10,986;20549;0;0;6554;0;0;38,44;915,421
24/07/2023 06:00;20051,753;3,583;302,318;10,826;20265;0;0;5725;0;0;38,44;915,358
24/07/2023 07:00;20414,255;3,261;88,684;11,278;19686;0;0;5549;0;0;38,44;915,781
24/07/2023 08:00;18220,338;2,952;186,493;10,233;18975;0;0;6166;0;0;38,44;916,041
24/07/2023 09:00;11026,949;3,066;352,439;8,009;14067;0;0;6516;0;0;38,44;916,461
24/07/2023 10:00;6607,627;3,527;51,549;6,944;7431;0;0;5634;0;0;38,44;917,348
24/07/2023 11:00;7712,171;4,664;127,902;6,893;5791;0;0;5271;0;0;38,44;917,815
24/07/2023 12:00;7085,71;5,309;116,237;6,863;7509;0;0;6560;0;0;38,44;917,95
24/07/2023 13:00;4590,881;6,697;319,045;6,056;4830;0;0;7513;0;0;38,44;917,442
24/07/2023 14:00;6900,555;7,89;148,6;6,839;6083;0;0;8766;0;0;38,44;917,112
24/07/2023 15:00;9717,191;8,612;15,759;7,712;10074;0;0;8747;0;0;38,44;916,861
24/07/2023 16:00;12708,015;9,033;65,887;8,416;11487;0;0;7906;0;0;38,44;916,838
24/07/2023 17:00;16903,053;8,193;158,016;9,503;15940;0;0;7412;0;0;38,44;916,716
24/07/2023 18:00;21226,068;6,701;157,783;11,921;20243;0;0;5938;0;0;38,44;916,407
24/07/2023 19:00;21652,719;5,729;294,126;13,559;21346;0;0;4800;0;0;38,44;916,066
24/07/2023 20:00;21662,251;5,055;204,313;14,726;21366;0;0;4748;0;0;38,44;915,624
24/07/2023 21:00;21515,125;4,9;322,117;14,178;21362;0;0;4744;0;0;38,44;915,14
24/07/2023 22:00;20717,748;5,968;70,009;12,497;20896;0;0;5217;0;0;38,44;914,648
24/07/2023 23:00;15608,084;7,294;90,373;9,653;17915;0;0;6257;0;0;38,44;914,839
25/07/2023 00:00;6191,82;9,055;19,085;6,61;5560;0;0;6880;0;0;38,44;914,478
25/07/2023 01:00;7487,576;9,652;165,622;7,032;8072;0;0;7788;0;0;38,44;913,882
25/07/2023 02:00;10207,171;9,696;99,064;8,095;8860;0;0;7743;0;0;38,44;913,118
25/07/2023 03:00;12235,065;9,047;335,055;8,198;14357;0;0;7458;0;0;38,44;912,175
25/07/2023 04:00;19211,031;8,862;358,398;10,964;16900;0;0;6731;0;0;38,44;911,632
25/07/2023 05:00;20385,322;8,471;250,721;11,249;19266;0;0;5455;0;0;38,44;910,788
25/07/2023 06:00;21662,082;8,008;27,4;13,281;21365;0;0;4745;0;0;38,44;910,402
25/07/2023 07:00;19314,643;7,867;219,46;12,052;20319;0;0;5365;0;0;38,44;910,186
25/07/2023 08:00;19879,067;7,978;197,197;10,906;18433;0;0;6144;0;0;38,44;910,011
25/07/2023 09:00;19767,497;8,642;87,651;10,794;19809;0;0;4118;0;0;38,44;909,877
25/07/2023 10:00;20374,559;9,139;201,446;11,408;20369;0;0;4194;0;0;38,44;909,596
25/07/2023 11:00;13688,331;11,363;32,223;8,532;14964;0;0;5746;0;0;38,44;909,908
25/07/2023 12:00;11129,417;12,491;206,178;7,882;12109;0;0;6725;0;0;38,44;909,751
25/07/2023 13:00;6127,282;13,4;353,671;6,481;6411;0;0;7470;0;0;38,44;909,505
25/07/2023 14:00;9831,081;13,796;329,458;7,464;6281;0;0;7515;0;0;38,44;908,93
25/07/2023 15:00;12636,99;13,813;331,498;8,345;10749;0;0;6930;0;0;38,44;907,943
25/07/2023 16:00;14242,238;14,218;27,614;8,723;10131;0;0;6750;0;0;38,44;907,268
25/07/2023 17:00;15914,727;14,143;359,572;9,169;13789;0;0;6246;0;0;38,44;907,05
25/07/2023 18:00;14978,638;13,346;55,026;9,142;12827;0;0;6072;0;0;38,44;906,795
25/07/2023 19:00;2751,051;11,254;31,628;4,771;4843;3;267;4722;0;0;38,44;907,185
25/07/2023 20:00;208,267;10,936;313,449;3,632;119;9;1467;2791;0;0;38,44;907,536
25/07/2023 21:00;2227,862;12,426;82,571;5,195;1605;0;0;2577;0;0;38,44;907,793
25/07/2023 22:00;5126,624;12,521;301,738;6,435;4305;0;0;2211;0;0;38,44;908,654
25/07/2023 23:00;6167,843;12,619;245,969;7,045;6463;0;0;2639;0;0;38,44;909,282
26/07/2023 00:00;4827,084;12,399;115,426;6,705;4608;0;0;2634;0;0;38,44;909,7
26/07/2023 01:00;6464,025;11,781;132,393;7,158;6068;0;0;2623;0;0;38,44;910,471
26/07/2023 02:00;6245,695;10,828;244,296;6,988;6102;0;0;2642;0;0;38,44;910,906
26/07/2023 03:00;9552,629;10,115;95,614;7,929;9690;0;0;2728;0;0;38,44;911,461
26/07/2023 04:00;14080,893;8,941;227,75;9,701;13099;0;0;2526;0;0;38,44;911,961
26/07/2023 05:00;9042,913;7,959;11,405;8,021;11349;0;0;2361;0;0;38,44;912,158
26/07/2023 06:00;3464,943;7,551;354,295;6,057;3641;0;0;2454;0;0;38,44;912,741
26/07/2023 07:00;3835,753;6,905;262,688;6,24;3849;0;0;2493;0;0;38,44;913,876
26/07/2023 08:00;3202,086;6,999;14,064;5,879;3648;0;0;3591;0;0;38,44;915,016
26/07/2023 09:00;1456,326;7,414;355,412;4,557;1281;0;0;2936;0;0;38,44;916,673
26/07/2023 10:00;4223,117;7,678;296,324;5,869;2649;0;0;1723;65;0;38,44;918,059
26/07/2023 11:00;5676,269;8,238;192,264;6,839;4770;0;0;4361;0;0;38,44;918,383
26/07/2023 12:00;5699,427;9,064;100,828;6,808;4665;0;0;6831;0;0;38,44;917,916
26/07/2023 13:00;3484,564;9,771;81,664;6,113;3450;0;0;7168;0;0;38,44;917,545
26/07/2023 14:00;628,924;10,784;107,246;4,024;781;0;20;5445;0;0;38,44;917,166
26/07/2023 15:00;286,503;11,181;279,108;3,423;237;8;801;3611;0;0;38,44;916,504
26/07/2023 16:00;-5,625;10,918;36,082;3,019;128;67;1933;2136;0;0;38,44;915,922
26/07/2023 17:00;35,622;10,348;37,046;3,293;18;84;2460;661;0;0;38,44;915,292
26/07/2023 18:00;367,705;9,27;173,247;3,788;253;0;30;1583;1140;1;38,44;915,27
26/07/2023 19:00;67,145;8,164;17,934;3,153;129;23;435;1090;3;0;38,44;915,226
26/07/2023 20:00;125,108;7,903;56,904;3,373;33;70;402;687;0;9;38,44;915,106
26/07/2023 21:00;2259,811;7,248;138,564;5,155;1551;0;0;4704;0;0;38,44;914,905
26/07/2023 22:00;2873,615;6,742;43,036;6,068;2507;0;0;6174;0;0;38,44;915,076
26/07/2023 23:00;8493,138;6,939;125,181;8,173;6723;0;0;6414;0;0;38,44;914,792
27/07/2023 00:00;12231,118;7,456;330,985;8,962;11910;0;0;6993;0;0;38,44;914,691
27/07/2023 01:00;5301,59;7,63;258,083;6,809;6727;0;0;6476;0;0;38,44;914,344
27/07/2023 02:00;2548,24;8,164;40,61;5,515;3552;0;0;6229;0;0;38,44;913,639
27/07/2023 03:00;14194,323;9,821;117,174;9,778;10854;0;0;5346;0;0;38,44;913,338
27/07/2023 04:00;18440,571;10,046;83,419;11,076;17421;0;0;3615;0;0;38,44;912,838
27/07/2023 05:00;15571,805;9,445;214,469;10,046;15129;0;0;5493;0;0;38,44;911,747
27/07/2023 06:00;18297,429;9,233;15,793;13,566;17798;0;0;3749;0;0;38,44;911,226
27/07/2023 07:00;18780,06;10,007;96,84;13,921;18750;0;0;2419;0;0;38,44;911,837
27/07/2023 08:00;18302,252;9,105;287,917;11,634;18138;0;0;3125;0;0;38,44;911,29
27/07/2023 09:00;19404,571;7,998;356,213;12,492;18069;0;0;3534;0;0;38,44;911,88
27/07/2023 10:00;18882,888;8,599;226,248;12,791;18643;0;0;2730;0;0;38,44;912,336
27/07/2023 11:00;18987,513;9,595;134,791;14,099;18744;0;0;2611;0;0;38,44;912,907
27/07/2023 12:00;18975,114;10,1;237,072;14,834;18735;0;0;2618;0;0;38,44;913,18
27/07/2023 13:00;18913,043;11,179;324,532;14,08;18719;0;0;2635;0;0;38,44;913,015
27/07/2023 14:00;8776,162;13,107;35,503;7,836;11040;0;0;6140;0;0;38,44;913,984
27/07/2023 15:00;7885,666;13,795;34,776;7,519;7816;0;0;8023;0;0;38,44;914,1
27/07/2023 16:00;3476,876;14,19;38,019;5,805;4643;0;0;7631;0;0;38,44;914,482
27/07/2023 17:00;2388,266;14,053;254,37;5,133;2454;0;0;7686;0;0;38,44;914,638
27/07/2023 18:00;2050,062;13,73;102,701;5,021;2155;0;0;7353;1;0;38,44;914,638
27/07/2023 19:00;2222,02;13,028;283,371;5,042;2165;0;0;7363;0;0;38,44;914,722
27/07/2023 20:00;1735,805;12,724;341,293;4,636;1410;0;0;7334;0;0;38,44;915,053
27/07/2023 21:00;700,892;11,278;135,745;3,81;1560;47;1680;5406;0;0;38,44;915,451
27/07/2023 22:00;553,454;11,047;21,537;3,652;480;4;357;6514;0;0;38,44;915,981
27/07/2023 23:00;1581,681;12,827;49,781;4,88;909;0;0;6242;0;0;38,44;916,621
28/07/2023 00:00;3816,457;12,562;176,46;6,212;3889;0;0;6894;0;0;38,44;917,362
28/07/2023 01:00;1811,558;12,479;97,086;4,953;1872;0;0;7321;0;0;38,44;917,691
28/07/2023 02:00;1663,348;12,156;22,57;4,877;1755;0;0;7326;0;0;38,44;917,766
28/07/2023 03:00;994,401;11,775;191,701;4,266;1356;0;0;7314;0;0;38,44;918,073
28/07/2023 04:00;439,437;11,481;263,795;3,876;509;0;0;7311;0;0;38,44;918,199
28/07/2023 05:00;-39,073;11,379;312,239;3,183;99;98;2678;4901;0;0;38,44;918,237
28/07/2023 06:00;651,981;10,818;192,336;3,899;544;66;2017;3538;0;0;38,44;918,845
28/07/2023 07:00;-98,18;10,431;182,498;2,662;71;120;1412;516;0;0;38,44;918,981
28/07/2023 08:00;-152,11;10,294;183,175;1,863;0;198;2401;0;0;0;38,44;919,429
28/07/2023 09:00;-96,625;11,406;108,004;2,34;0;163;236;0;0;384;38,44;920,567
28/07/2023 10:00;125,043;12,117;151,866;3,287;49;41;303;563;6;104;38,44;921,913
28/07/2023 11:00;1359,941;13,101;65,113;4,605;1032;4;78;3436;0;0;38,44;922,15
28/07/2023 12:00;904,818;14,634;97,126;4,181;1026;0;61;5564;0;0;38,44;921,987
28/07/2023 13:00;1139,152;15,944;328,359;4,335;764;0;47;7267;0;0;38,44;921,367
28/07/2023 14:00;2129,722;16,362;161,123;4,842;1977;0;0;8015;0;0;38,44;920,433
28/07/2023 15:00;1982,798;16,939;260,36;4,713;1296;0;13;8236;0;0;38,44;920,012
28/07/2023 16:00;5806,735;16,906;89,7;6,47;4456;0;0;8385;0;0;38,44;919,61
28/07/2023 17:00;12303,585;16,022;272,381;8,431;10254;0;0;8798;0;0;38,44;919,145
28/07/2023 18:00;20027,177;14,485;223,831;11,043;19254;0;0;7105;0;0;38,44;918,1
28/07/2023 19:00;13012,136;14,572;230,23;8,561;13968;0;0;8480;0;0;38,44;917,284
28/07/2023 20:00;14382,965;14,585;115,779;9,1;15068;0;0;9685;0;0;38,44;916,963
28/07/2023 21:00;21583,747;13,713;44,452;14,413;17298;0;0;7698;0;0;38,44;916,236
28/07/2023 22:00;21358,708;13,043;64,291;16,492;21109;0;0;4895;0;0;38,44;915,59
28/07/2023 23:00;15498,257;14,558;119,068;22,41;16961;0;0;8316;0;0;38,44;914,986
29/07/2023 00:00;12974,054;14,699;52,574;24,218;12945;0;0;9658;0;0;38,44;915,072
29/07/2023 01:00;12675,2;13,532;340,167;24,296;12831;0;0;9806;0;0;38,44;914,693
29/07/2023 02:00;7857,641;13,085;54,551;26,335;7762;0;0;8496;0;0;38,44;913,791
29/07/2023 03:00;5181,76;13,045;242,188;26,621;2286;0;0;4479;0;0;38,44;912,839
29/07/2023 04:00;2265,257;13,166;343,058;27,139;2261;0;0;4569;0;0;38,44;911,835
29/07/2023 05:00;1584,008;13,368;4,461;27,816;1914;0;0;4177;0;0;38,44;910,784
29/07/2023 06:00;-46,956;13,333;341,114;29,312;90;71;3;206;0;153;38,44;910,29
29/07/2023 07:00;-42,268;12,992;284,883;29,464;0;75;0;0;0;174;38,44;910,408
29/07/2023 08:00;-29,366;12,769;135,645;29,474;0;61;0;0;0;180;38,44;910,462
29/07/2023 09:00;3237,047;12,22;34,43;27,898;0;60;0;0;0;181;38,44;911,086
29/07/2023 10:00;1455,1;12,692;220,649;26,054;448;41;5;705;0;128;38,44;911,789
29/07/2023 11:00;8081,084;13,372;31,222;25,07;6656;0;0;6747;0;0;38,44;911,967
29/07/2023 12:00;11706,293;14,803;74,176;24,183;10884;0;0;8953;0;0;38,44;912,172
29/07/2023 13:00;13732,781;16,262;50,296;23,487;13432;0;0;9320;0;0;38,44;911,708
29/07/2023 14:00;13466,134;17,011;243,939;23,524;13445;0;0;9259;0;0;38,44;910,647
29/07/2023 15:00;13809,413;17,85;11,518;23,464;12696;0;0;9216;0;0;38,44;910,061
29/07/2023 16:00;16610,381;18,044;55,64;20,61;16719;0;0;9009;0;0;38,44;909,436
29/07/2023 17:00;20176,272;17,806;108,589;11,898;20002;0;0;6434;0;0;38,44;909,17
29/07/2023 18:00;21078,422;17,005;296,287;12,515;20604;0;0;5478;0;0;38,44;909,148
29/07/2023 19:00;21479,677;17,042;318,789;11,942;21044;0;0;4986;0;0;38,44;909,215
29/07/2023 20:00;20309,201;16,021;96,734;11,917;21070;0;0;4905;0;0;38,44;909,06
29/07/2023 21:00;16485,531;15,424;24,222;10,903;14615;0;0;10077;0;0;38,44;908,758
29/07/2023 22:00;15648,216;15,457;134,763;15,212;16248;0;0;8292;0;0;38,44;908,14
29/07/2023 23:00;8005,952;16,73;67,6;26,192;9474;0;0;8374;0;0;38,44;907,751
30/07/2023 00:00;4739,596;16,638;47,304;26,852;4948;0;0;7142;0;0;38,44;907,693
30/07/2023 01:00;7815,067;16,213;47,835;25,407;7305;0;0;7038;0;0;38,44;908,403
30/07/2023 02:00;6723,996;16,875;318,743;26,583;6549;0;0;7573;0;0;38,44;908,258
30/07/2023 03:00;11133,913;16,414;226,742;24,937;8363;0;0;7718;0;0;38,44;908,021
30/07/2023 04:00;9931,516;16,791;239,414;25,095;9204;0;0;7900;0;0;38,44;907,937
30/07/2023 05:00;19125,328;15,156;161,268;19,403;16473;0;0;7587;0;0;38,44;907,943
30/07/2023 06:00;18805,157;14,132;154,164;11,894;20959;0;0;4932;0;0;38,44;908,431
30/07/2023 07:00;19183,604;14,716;294,427;10,405;16937;0;0;7970;0;0;38,44;910,641
30/07/2023 08:00;21871,63;15,86;248,914;12,041;21156;0;0;4864;0;0;38,44;911,403
30/07/2023 09:00;20791,434;16,398;291,15;10,887;21756;0;0;3740;0;0;38,44;911,898
30/07/2023 10:00;17862,199;16,673;264,578;9,838;17992;0;0;8731;0;0;38,44;913,153
30/07/2023 11:00;10686,29;18,134;208,078;7,895;13365;0;0;9243;0;0;38,44;914,278
30/07/2023 12:00;1713,733;18,661;319,081;4,487;2226;16;750;7209;0;0;38,44;914,971
30/07/2023 13:00;1762,623;18,897;217,01;4,648;1587;0;0;7764;0;0;38,44;914,68
30/07/2023 14:00;2008,989;19,105;149,945;4,85;2199;0;0;7775;0;0;38,44;914,087
30/07/2023 15:00;2624,583;18,929;346,766;5,111;2205;0;0;7782;0;0;38,44;913,606
30/07/2023 16:00;2950,223;18,569;355,314;5,331;2676;0;0;7785;0;0;38,44;913,693
30/07/2023 17:00;3660,443;17,113;191,963;5,742;3693;0;0;7806;0;0;38,44;913,797
30/07/2023 18:00;4169,107;16,147;0,727;5,873;3740;0;0;7666;0;0;38,44;913,763
30/07/2023 19:00;7079,544;15,141;225,038;6,625;6394;0;0;7559;0;0;38,44;913,475
30/07/2023 20:00;6373,904;14,415;358,064;6,505;6932;0;0;8511;0;0;38,44;913,892
30/07/2023 21:00;6103,119;14,078;344,493;6,627;5244;0;0;8331;0;0;38,44;913,942
30/07/2023 22:00;6792,695;13,943;265,013;6,885;7177;0;0;8445;0;0;38,44;914,094
30/07/2023 23:00;5484,008;13,906;144,304;6,511;5393;0;0;8499;0;0;38,44;914,455
31/07/2023 00:00;4659,739;13,891;123,615;6,206;4500;0;0;8433;0;0;38,44;914,331
31/07/2023 01:00;3556,175;14,373;107,394;5,763;4300;0;0;8635;0;0;38,44;914,24
31/07/2023 02:00;6315,92;15,22;356,702;6,797;3296;0;0;9612;0;0;38,44;914,538
31/07/2023 03:00;19157,235;15,63;28,954;11,281;17193;0;0;8300;0;0;38,44;913,599
31/07/2023 04:00;13392,03;15,132;233,28;8,746;14221;0;0;10771;0;0;38,44;913,484
31/07/2023 05:00;12372,957;15,415;148,175;8,429;11972;0;0;12735;0;0;38,44;912,819
31/07/2023 06:00;17649,886;16,42;87,609;10,743;15873;0;0;10251;0;0;38,44;912,755
31/07/2023 07:00;13424,94;16,419;85,711;9,052;15900;0;0;8019;0;0;38,44;912,935
31/07/2023 08:00;9832,159;16,95;285,055;7,8;9847;0;0;9242;0;0;38,44;913,265
31/07/2023 09:00;7582,741;17,785;235,853;7,073;8496;0;0;8019;0;0;38,44;913,933
31/07/2023 10:00;12136,406;18,353;315,486;8,597;8717;0;0;9054;0;0;38,44;914,218
31/07/2023 11:00;21539,743;19,251;160,494;12,104;21088;0;0;5562;0;0;38,44;914,235
31/07/2023 12:00;21414,904;20,089;171,392;12,174;21150;0;0;4476;0;0;38,44;913,8
31/07/2023 13:00;21538,78;20,7;21,386;13,869;21188;0;0;4800;0;0;38,44;912,814
31/07/2023 14:00;21485,661;21,228;89,942;13,632;21189;0;0;4537;0;0;38,44;911,644
31/07/2023 15:00;21219,944;21,73;205,899;12,063;20832;0;0;4593;0;0;38,44;910,811
31/07/2023 16:00;20876,983;22,56;242,961;12,015;20475;0;0;5189;0;0;38,44;910,503
31/07/2023 17:00;20070,247;22,734;287,152;11,235;20041;0;0;5947;0;0;38,44;910,402
31/07/2023 18:00;10682,584;21,926;36,205;7,983;13467;0;0;8352;0;0;38,44;910,27
31/07/2023 19:00;8087,404;20,371;116,49;7,324;7053;0;0;8463;0;0;38,44;909,986
31/07/2023 20:00;18030,273;20,005;86,289;10,028;16116;0;0;7946;0;0;38,44;909,735
31/07/2023 21:00;20147,518;19,801;233,188;11,401;18749;0;0;7183;0;0;38,44;909,637
31/07/2023 22:00;20934,31;19,889;290,782;13,079;20860;0;0;5214;0;0;38,44;908,621
31/07/2023 23:00;15851,099;20,202;113,104;20,57;17369;0;0;7440;0;0;38,44;908,152
01/08/2023 00:00;13667,921;20,344;41,226;22,273;12790;0;0;8801;0;0;38,44;908,281
01/08/2023 01:00;13409,523;21,14;231,592;22,968;14159;0;0;8221;0;0;38,44;907,96
01/08/2023 02:00;14599,628;21,801;196,422;24,405;11130;0;0;8990;0;0;38,44;907,853
01/08/2023 03:00;18881,153;21,683;17,594;22,081;17097;0;0;9859;0;0;38,44;907,767
01/08/2023 04:00;18972,943;22,549;88,2;21,663;17646;0;0;9104;0;0;38,44;907,554
01/08/2023 05:00;20918,882;22,252;25,496;20,067;19858;0;0;8340;0;0;38,44;907,993
01/08/2023 06:00;21392,366;22,268;21,041;19,466;21069;0;0;7327;0;0;38,44;908,46
01/08/2023 07:00;21383,571;21,979;236,246;17,938;21089;0;0;6465;0;0;38,44;908,556
01/08/2023 08:00;18682,066;21,603;156,561;13,3;18651;0;0;7299;0;0;38,44;908,991
01/08/2023 09:00;17922,271;22,474;337,664;11,389;17890;0;0;7760;0;0;38,44;910,07
01/08/2023 10:00;16937,192;23,695;294,626;10,004;18285;0;0;7660;0;0;38,44;911,295
01/08/2023 11:00;882,892;23,143;317,5;4,257;2871;0;0;4550;0;0;38,44;912,22
01/08/2023 12:00;337,488;24,483;290,631;3,752;267;24;448;1872;0;0;38,44;912,198
01/08/2023 13:00;1562,653;24,201;348,284;4,962;951;0;0;3151;0;0;38,44;911,784
01/08/2023 14:00;3140,662;23,935;197,675;5,331;1898;0;0;5607;0;0;38,44;911,155
01/08/2023 15:00;3882,092;23,698;99,245;5,831;4159;0;0;8324;0;0;38,44;910,324
01/08/2023 16:00;5415,431;22,93;229,827;6,456;4791;0;0;7639;0;0;38,44;909,874
01/08/2023 17:00;4486,203;21,602;320,43;6,145;4769;0;0;7547;0;0;38,44;909,94
01/08/2023 18:00;3501,851;19,791;335,46;5,682;3753;0;0;8101;0;0;38,44;909,732
01/08/2023 19:00;2529,763;18,677;351,349;5,185;2352;0;0;8223;0;0;38,44;909,456
01/08/2023 20:00;3504,373;17,969;43,067;5,701;3507;0;0;8895;0;0;38,44;909,781
01/08/2023 21:00;3015,154;18,707;172,515;5,398;2659;0;0;8861;0;0;38,44;910,088
