Date/Signal;Exported Energy 1H (kWh);Number of Available WTGs;Wind Speed 1H (m/s);Wind Direction 1H (º);Ambient Temperature 1H (m/s);Humedad Relativa (%);Presión Atmosférica (mbar)
20/08/2023 01:00;17750,879;13,5;6,749;292,518;11,794;;903,129
20/08/2023 02:00;1327,477;11,833;5,131;92,863;5,321;;903,107
20/08/2023 03:00;7598,081;13;6,475;134,113;3,637;;903,251
20/08/2023 04:00;9704,583;13;6,684;300,936;4,451;;903,576
20/08/2023 05:00;15966,303;13;7,987;274,465;5,932;;903,461
20/08/2023 06:00;15622,319;13;7,516;273,415;7,31;;904,302
20/08/2023 07:00;11039,924;13;6,866;247,48;7,622;;904,91
20/08/2023 08:00;6860,749;13;5,908;67,749;7,765;;905,596
20/08/2023 09:00;3330,685;13;5,624;210,029;8,93;;906,911
20/08/2023 10:00;7319,537;12,5;6,375;358,498;10,218;;907,625
20/08/2023 11:00;7876,838;13;6,295;27,257;11,306;;907,862
20/08/2023 12:00;4299,811;13,5;5,608;162,832;11,682;;907,479
20/08/2023 13:00;10334,917;13;7,341;103,258;12,838;;905,943
20/08/2023 14:00;21704,373;13;8,16;300,014;14,274;;904,994
20/08/2023 15:00;33242,642;13,667;9,458;291,087;14,931;;904,24
20/08/2023 16:00;38286,729;14;9,632;121,472;15,475;;903,546
20/08/2023 17:00;39720,465;14;9,881;354,497;15,811;;903,349
20/08/2023 18:00;38488,168;14;9,955;198,468;14,581;;903,108
20/08/2023 19:00;40719,436;13,833;9,856;130,704;12,691;;902,371
20/08/2023 20:00;22286,476;14;9,043;24,955;14,476;;902,316
20/08/2023 21:00;44119,645;14;13,085;200,002;16,544;;902,256
20/08/2023 22:00;43124,124;13,667;11,692;239,339;14,866;;902,333
20/08/2023 23:00;42466,082;13,333;15,576;209,637;14,625;;902,082
21/08/2023 00:00;44409,201;14;17,381;24,971;15,011;;901,886
21/08/2023 01:00;44399,584;14;16,148;331,512;13,959;;901,272
21/08/2023 02:00;44410,475;12,333;18,778;199,805;14,032;;900,445
21/08/2023 03:00;44401,959;14;17,634;244,834;13,755;;900,042
21/08/2023 04:00;44352,805;14;17,899;126,055;13,759;;899,203
21/08/2023 05:00;44316,939;14;14,56;130,311;12,882;;898,676
21/08/2023 06:00;44060,765;14;14,614;357,741;11,556;;897,975
21/08/2023 07:00;44198,199;14;12,998;19,006;11,118;;897,953
21/08/2023 08:00;41812,862;12,667;12,617;46,242;10,88;;898,289
21/08/2023 09:00;39658,189;9,333;10,931;227,354;12,21;;899,199
21/08/2023 10:00;37925,507;14;9,871;220,853;14,798;;899,351
21/08/2023 11:00;42132,475;14;10,961;281,32;17,894;;898,897
21/08/2023 12:00;35742,48;14;8,851;227,738;20,076;;898,887
21/08/2023 13:00;16990,673;14;6,812;188,649;22,288;;898,277
21/08/2023 14:00;4015,425;14,833;4,162;128,24;23,039;;897,549
21/08/2023 15:00;0;15;2,557;112,438;24,957;;897,214
21/08/2023 16:00;421,066;14,333;4,05;210,261;24,793;;896,8
21/08/2023 17:00;6691,138;14;6,144;74,35;23,099;;896,558
21/08/2023 18:00;15073,24;14;6,428;133,256;19,803;;896,489
21/08/2023 19:00;28888,414;14;9,212;116,963;17,872;;896,49
21/08/2023 20:00;38469,892;14;10,18;270,384;16,54;;896,613
21/08/2023 21:00;38567,525;14;9,856;198,546;15,835;;896,713
21/08/2023 22:00;32251,847;14;8,338;197,345;15,214;;897,123
21/08/2023 23:00;27523,002;14;9,07;186,006;12,366;;898,051
22/08/2023 00:00;39712,231;14;9,725;31,741;8,966;;898,61
22/08/2023 01:00;36048,469;14;8,977;175,762;7,757;;899,055
22/08/2023 02:00;13620,415;14;5,628;100,234;7,145;;899,13
22/08/2023 03:00;5950,46;14;5,452;191,176;7,086;;898,408
22/08/2023 04:00;11489,764;14;6,39;3,8;6,814;;897,983
22/08/2023 05:00;15348,387;14;6,712;204,098;6,376;;898,417
22/08/2023 06:00;12457,025;14;6,148;255,846;6,011;;898,377
22/08/2023 07:00;11751,15;14;6,555;327,493;5,688;;898,4
22/08/2023 08:00;15816,847;9,333;6,574;301,299;5,38;;899,074
22/08/2023 09:00;14035,816;14;6,596;295,799;5,799;;899,708
22/08/2023 10:00;30035,744;12,5;9,5;3,52;6,658;;899,907
22/08/2023 11:00;37332,875;12,167;10,925;277,374;7,532;;899,762
22/08/2023 12:00;39105,36;11,833;11,488;203,011;8,493;;899,438
22/08/2023 13:00;40153,172;12,333;11,515;283,154;8,999;;899,276
22/08/2023 14:00;40176,241;13;11,876;129,223;9,605;;898,803
22/08/2023 15:00;39323,548;12,833;11,901;269,432;10,082;;898,51
22/08/2023 16:00;42230,621;13,5;12,003;330,705;10,514;;898,324
22/08/2023 17:00;44316,005;14;12,035;340,393;10,459;;898,534
22/08/2023 18:00;42920,801;14;10,971;81,153;9,499;;898,719
22/08/2023 19:00;36724,67;14;8,81;313,918;7,995;;899,021
22/08/2023 20:00;30160,837;14;8,681;265,66;7,65;;899,617
22/08/2023 21:00;39036,037;14;9,962;131,616;7,367;;900,22
22/08/2023 22:00;38810,904;14;9,837;269,911;7,13;;900,742
22/08/2023 23:00;41226,486;14;10,925;335,892;7,242;;900,532
23/08/2023 00:00;42588,54;13,5;10,606;345,488;7,343;;900,579
23/08/2023 01:00;41342,868;13,333;10,693;214,942;7,394;;900,671
23/08/2023 02:00;43288,638;13,5;11,217;240,251;7,267;;900,161
23/08/2023 03:00;40230,453;13,333;10,001;310,338;6,204;;900,119
23/08/2023 04:00;31935,006;13;9,08;180,636;6,119;;900,259
23/08/2023 05:00;30762,528;12,833;8,312;295,935;5,481;;900,78
23/08/2023 06:00;14605,009;11;7,429;202,811;5,036;;901,273
23/08/2023 07:00;10633,817;11,5;7,059;52,91;4,802;;902,037
23/08/2023 08:00;13075,68;12;7,469;104,559;4,822;;903,163
23/08/2023 09:00;10548,511;12,5;6,579;17,546;5,074;;904,056
23/08/2023 10:00;7841,816;12,167;6,238;97,877;6,181;;904,779
23/08/2023 11:00;7789,827;10,333;6,316;345,771;6,86;;905,141
23/08/2023 12:00;7245,342;12;6,055;124,443;7,842;;905,349
23/08/2023 13:00;7306,763;10;6,379;240,469;8,368;;905,218
23/08/2023 14:00;9769,313;10;7,231;224,304;8,763;;904,81
23/08/2023 15:00;21229,528;13,667;7,832;132,981;8,778;;904,632
23/08/2023 16:00;18071,11;14;7,048;121,184;8,486;;904,754
23/08/2023 17:00;11804,585;14;6,146;155,841;8,279;;905,219
23/08/2023 18:00;7091,343;14;5,725;124,547;8,05;;905,725
23/08/2023 19:00;15480,819;14;7,037;318,15;7,937;;906,251
23/08/2023 20:00;18541,177;14;7,394;273,573;7,846;;906,61
23/08/2023 21:00;20306,017;14;6,963;279,336;7,877;;907,208
23/08/2023 22:00;6228,375;14,5;5,167;97,619;7,697;;907,798
23/08/2023 23:00;3771,988;14;5,163;335,464;7,71;;908,083
24/08/2023 00:00;5831,743;13,833;5,779;268,6;7,502;;908,192
24/08/2023 01:00;15716,926;14;7,166;47,133;7,218;;908,217
24/08/2023 02:00;21914,788;13,667;7,792;268,882;7,297;;908,068
24/08/2023 03:00;26115,669;13;8,46;61,309;6,886;;907,655
24/08/2023 04:00;25156,84;13;8,023;311,826;6,477;;907,258
24/08/2023 05:00;18121,669;13;7,247;31,502;6,255;;907,235
24/08/2023 06:00;14926,305;11,333;6,545;74,271;5,982;;907,545
24/08/2023 07:00;10367,526;13;6,039;171,211;5,81;;908,223
24/08/2023 08:00;11074,524;13;6,696;64,345;5,661;;908,785
24/08/2023 09:00;19951,489;13;7,895;203,423;5,809;;909,426
24/08/2023 10:00;17416,969;11;7,195;312,559;6,169;;909,805
24/08/2023 11:00;11612,728;11,333;6,361;27,187;6,792;;909,961
24/08/2023 12:00;3523,607;13,5;4,911;38,458;6,867;;909,947
24/08/2023 13:00;4112,542;13;5,495;220,048;6,563;;909,59
24/08/2023 14:00;7625,35;13,833;5,798;294,519;6,445;;908,984
24/08/2023 15:00;15501,895;14;7,266;253,251;6,481;;908,655
24/08/2023 16:00;22661,705;14;7,413;333,399;6,944;;908,75
24/08/2023 17:00;17628,854;14;7,113;334,447;7,195;;908,991
24/08/2023 18:00;17851,123;14;7,118;356,011;6,683;;909,402
24/08/2023 19:00;15092,843;14;6,776;75,563;6,605;;910,083
24/08/2023 20:00;16181,523;14;6,909;71,787;6,538;;910,563
24/08/2023 21:00;17649,967;14;7,376;143,381;6,52;;911,061
24/08/2023 22:00;22799,813;14;7,859;248,755;6,446;;911,375
24/08/2023 23:00;24099,449;14;8,114;322,616;6,548;;911,329
25/08/2023 00:00;31982,277;14;8,538;229,686;6,644;;911,275
25/08/2023 01:00;14309,424;14;6,265;61,434;6,462;;911,296
25/08/2023 02:00;7033,858;14;5,542;134,054;6,173;;911,023
25/08/2023 03:00;2879,698;14,5;3,943;358,174;7,051;;910,457
25/08/2023 04:00;0;15;1,77;34,139;7,673;;910,216
25/08/2023 05:00;0;15;2,171;122,467;7,065;;910,348
25/08/2023 06:00;105,79;14,667;3,268;232,26;5,922;;911,144
25/08/2023 07:00;1520,738;14,167;4,296;30,588;3,934;;912,324
25/08/2023 08:00;2243,457;15;4,238;180,887;2,969;;913,186
25/08/2023 09:00;177,025;15;3,643;175,778;3,276;;914,2
25/08/2023 10:00;14,913;15;3,714;218,531;3,502;;915,029
25/08/2023 11:00;1499,496;13,5;4,561;244,845;3,993;;915,448
25/08/2023 12:00;883,084;14,167;4,422;44,882;4,771;;915,768
25/08/2023 13:00;1733,818;14;4,41;289,546;5,603;;915,618
25/08/2023 14:00;906,434;15;4,094;115,272;7,442;;915,497
25/08/2023 15:00;1809,604;14,667;4,59;330,434;7,08;;915,618
25/08/2023 16:00;1312,439;14,833;3,914;70,528;6,866;;915,625
25/08/2023 17:00;454,466;14,833;4,138;36,482;8,173;;916,22
25/08/2023 18:00;1741,256;14,833;4,394;231,683;7,897;;916,115
25/08/2023 19:00;7442,216;14;6,167;206,504;6,292;;915,954
25/08/2023 20:00;14368,811;14;6,899;45,467;5,99;;916,185
25/08/2023 21:00;14033,519;14;6,755;191,353;5,516;;916,634
25/08/2023 22:00;19251,409;14;7,384;232,356;4,964;;916,923
25/08/2023 23:00;23288,263;14;8,022;311,199;5,026;;916,808
26/08/2023 00:00;34181,371;14;9,309;173,828;5,13;;916,706
26/08/2023 01:00;33708,044;14;8,807;162,514;5,162;;916,742
26/08/2023 02:00;36260,965;14;9,093;222,096;5,392;;916,423
26/08/2023 03:00;34023,522;14;9,086;303,775;6,083;;915,939
26/08/2023 04:00;36272,759;14;9,608;323,821;5,834;;915,365
26/08/2023 05:00;41720,375;14;10,568;306,738;5,896;;915,185
26/08/2023 06:00;41034,363;14;10,191;301,78;5,929;;915,21
26/08/2023 07:00;43604,4;14;10,861;129,253;5,989;;915,386
26/08/2023 08:00;35620,182;13,5;9,276;88,601;6,042;;915,819
26/08/2023 09:00;26309,255;12,167;9,307;172,253;6,34;;916,267
26/08/2023 10:00;12397,423;12;7,777;346,872;5,965;;916,679
26/08/2023 11:00;13555,94;11,5;8,272;79,019;5,422;;916,679
26/08/2023 12:00;18568,688;11,667;8,307;221,23;5,948;;916,61
26/08/2023 13:00;19162,449;13;7,651;68,887;6,688;;916,338
26/08/2023 14:00;17808,243;11,667;7,842;297,457;7,099;;915,816
26/08/2023 15:00;17575,706;10,167;8,127;180,867;7,623;;915,442
26/08/2023 16:00;17760,408;10;8,364;112,515;8,598;;915,397
26/08/2023 17:00;21241,634;12,5;8,296;142,292;8,99;;915,561
26/08/2023 18:00;29813,117;13;8,789;178,017;7,736;;915,323
26/08/2023 19:00;38531,457;14;9,587;308,425;6,724;;915,442
26/08/2023 20:00;37961,707;14;9,697;92,806;6,121;;915,684
26/08/2023 21:00;33693,119;14;8,6;340,697;6;;915,853
26/08/2023 22:00;14680,55;13,833;6,334;98,624;6,337;;915,867
26/08/2023 23:00;3017,695;14;4,486;99,887;7,116;;915,842
27/08/2023 00:00;64,821;14,833;3,701;39,708;8,708;;915,724
27/08/2023 01:00;1002,926;14,333;4,412;10,407;9,473;;915,542
27/08/2023 02:00;2026,172;14,167;4,095;99,202;9,661;;915,603
27/08/2023 03:00;1662,704;14;4,708;330,654;9,277;;915,348
27/08/2023 04:00;5359,112;14;5,724;32,383;8,946;;914,998
27/08/2023 05:00;11605,6;13,833;6,43;173,871;9,779;;914,794
27/08/2023 06:00;14649,78;13,333;6,591;151,665;9,731;;915,101
27/08/2023 07:00;8144,686;14,667;5,018;248,242;9,221;;915,453
27/08/2023 08:00;3497,669;15;4,712;83,414;9,851;;916,066
27/08/2023 09:00;1989,875;14,5;4,359;61,147;11,543;;917,505
27/08/2023 10:00;17477,62;14;8,195;136,481;12,213;;917,763
27/08/2023 11:00;43262,804;14;12,609;259,106;11,457;;917,171
27/08/2023 12:00;44366,726;13,833;13,711;166,78;12,173;;916,812
27/08/2023 13:00;43122,765;13,5;11,732;56,431;13,08;;916,527
27/08/2023 14:00;37805,514;13,5;10,005;241,865;13,859;;915,813
27/08/2023 15:00;25025,555;14;8,699;219,671;14,543;;915,029
27/08/2023 16:00;16157,47;13,667;7,692;69,174;14,92;;914,536
27/08/2023 17:00;13985,982;14;7,252;194,056;14,969;;914,128
27/08/2023 18:00;9375,01;13,833;7,031;321,276;14,634;;914,18
27/08/2023 19:00;16617,382;14;8,436;137,462;12,926;;913,749
27/08/2023 20:00;37831,283;14;11,272;175,579;11,581;;913,574
27/08/2023 21:00;43784,335;13,833;12,18;328,316;10,947;;913,322
27/08/2023 22:00;42596,363;14;10,967;194,098;10,532;;913,082
27/08/2023 23:00;33206,567;14;9,466;57,933;10,734;;912,987
28/08/2023 00:00;30795,144;14;10,453;257,237;10,641;;912,052
28/08/2023 01:00;40983,35;14;12,865;250,895;10,658;;911,072
28/08/2023 02:00;41468,492;13,833;12,832;125,774;9,758;;910,27
28/08/2023 03:00;38706,329;13,833;12,263;272,932;9,194;;909,191
28/08/2023 04:00;43351,924;14;13,692;354,425;9,368;;908,23
28/08/2023 05:00;41488,532;13,167;12,831;282,495;9,555;;907,838
28/08/2023 06:00;43903,27;13,833;16,312;128,726;9,44;;907,184
28/08/2023 07:00;44324,912;14;17,519;213,327;8,894;;907,144
28/08/2023 08:00;41496,594;13,5;12,896;310,841;8,426;;908,421
28/08/2023 09:00;29442,245;13,167;12,121;198,48;10,281;;909,717
28/08/2023 10:00;37491,606;11,333;20,652;296,717;11,828;;908,522
28/08/2023 11:00;43588,377;13,667;19,364;190,23;13,492;;908,482
28/08/2023 12:00;44406,052;13,833;17,026;108,315;14,795;;908,883
28/08/2023 13:00;44134,305;13,833;15,839;142,452;15,744;;908,674
28/08/2023 14:00;44195,026;13,667;15,303;234,275;16,492;;907,88
28/08/2023 15:00;42440,35;12,833;13,998;169,526;17,297;;907,577
28/08/2023 16:00;41306,184;13;12,937;123,863;17,841;;907,68
28/08/2023 17:00;43503,261;14;11,261;80,371;18,119;;907,947
28/08/2023 18:00;41741,894;14;10,199;235,182;17,737;;908,685
28/08/2023 19:00;37849,917;14;9,917;235,096;17,104;;909,297
28/08/2023 20:00;40240,026;14;10,196;156,659;16,212;;910,137
28/08/2023 21:00;41392,327;13,833;10,159;172,946;16,051;;911,141
28/08/2023 22:00;33335,35;14;9,652;49,788;14,595;;912,236
28/08/2023 23:00;40448,198;14;10,355;262,826;13,985;;913,06
29/08/2023 00:00;43984,508;14;10,59;345,17;13,333;;913,339
29/08/2023 01:00;42002,501;14;9,925;116,138;12,678;;913,741
29/08/2023 02:00;37843,854;14;9,414;312,566;12,689;;913,932
29/08/2023 03:00;31576,82;14;8,436;225,095;12,97;;913,713
29/08/2023 04:00;17944,602;14;6,77;221,21;12,644;;913,62
29/08/2023 05:00;5711,542;14;5,124;37,51;12,941;;913,974
29/08/2023 06:00;2370,826;14,167;4,773;284,027;12,046;;914,569
29/08/2023 07:00;788,848;15;3,974;127,614;11,355;;914,75
29/08/2023 08:00;24,009;12,833;2,933;260,511;13,396;;915,289
29/08/2023 09:00;0;15;2,162;38,82;14,628;;916,464
29/08/2023 10:00;0;15;1,487;43,835;17,137;;917,286
29/08/2023 11:00;0;15;1,997;328,666;18,432;;917,235
29/08/2023 12:00;0;15;2,199;57,171;19,861;;916,956
29/08/2023 13:00;0,203;14,333;2,856;91,126;21,002;;916,12
29/08/2023 14:00;374,929;14,333;3,811;261,836;21,286;;915,129
29/08/2023 15:00;573,174;13,167;4,054;62,12;21,623;;914,39
29/08/2023 16:00;2390,502;12,833;5,35;292,694;21,329;;913,573
29/08/2023 17:00;11147,536;12,833;6,869;39,937;20,703;;913,011
29/08/2023 18:00;23405,272;13;8,15;245,224;19,377;;912,22
29/08/2023 19:00;35371,338;13;10,219;317,02;17,48;;911,331
29/08/2023 20:00;40431,401;13;10,937;322,831;16,938;;910,74
29/08/2023 21:00;26077,878;13;8,195;27,445;17,677;;910,218
29/08/2023 22:00;32047,322;13;10,224;145,413;17,147;;909,499
29/08/2023 23:00;40897,191;13;17,935;256,762;14,51;;908,452
30/08/2023 00:00;40330,245;11,5;21,146;288,825;13,76;;907,241
30/08/2023 01:00;15703,715;1;23,345;66,242;14,814;;906,119
30/08/2023 02:00;19749,558;5,333;22,695;288,51;15,035;;905,85
30/08/2023 03:00;35347,679;10,833;21,537;59,213;14,158;;905,325
30/08/2023 04:00;33691,696;9,5;21,015;17,165;13,996;;904,631
30/08/2023 05:00;24534,462;4,833;23,323;54,259;13,921;;904,077
30/08/2023 06:00;29787,859;8,167;22,709;110,381;13,842;;904,332
30/08/2023 07:00;30673,824;9,167;22,382;271,5;13,485;;904,444
30/08/2023 08:00;39377,552;13;21,065;64,437;13,221;;904,665
30/08/2023 09:00;40292,802;12,833;17,678;324,664;13,762;;905,8
30/08/2023 10:00;38207,029;11,667;14,816;265,357;16,195;;907,28
30/08/2023 11:00;40471,434;13;13,911;181,814;18,194;;907,774
30/08/2023 12:00;38486,198;13;10,164;108,307;20,04;;908,099
30/08/2023 13:00;18321,752;13;6,671;2,409;22,045;;908,321
30/08/2023 14:00;7799,623;10,5;7,066;125,259;21,894;;908,5
30/08/2023 15:00;16877,565;13;7,27;34,835;20,598;;908,484
30/08/2023 16:00;16790,786;13;8,183;189,92;19,683;;909,145
30/08/2023 17:00;38825,717;13,833;9,901;224,217;17,382;;910,081
30/08/2023 18:00;42199,828;14;10,38;61,608;15,721;;911,097
30/08/2023 19:00;36318,32;14;9,725;152,599;14,148;;911,683
30/08/2023 20:00;42341,848;14;10,6;67,006;13,411;;912,718
30/08/2023 21:00;41491,955;14;9,973;129,487;12,64;;913,895
30/08/2023 22:00;35917,603;14;9,651;204,535;11,492;;914,588
30/08/2023 23:00;38772,457;14;9,556;237,856;10,272;;915,21
31/08/2023 00:00;24529,428;13;7,724;182,534;9,663;;915,477
31/08/2023 01:00;22391,353;12;7,867;200,449;9,11;;915,492
31/08/2023 02:00;13990,053;11,833;7,363;12,511;8,324;;915,342
31/08/2023 03:00;23740,599;12;8,734;80,307;7,929;;915,211
31/08/2023 04:00;25702,167;12;8,877;282,216;7,879;;914,611
31/08/2023 05:00;27773,219;12;9,641;46,404;7,961;;914,01
31/08/2023 06:00;31082,958;12;10,539;204,229;7,97;;913,757
31/08/2023 07:00;37554,205;12;13,131;337,231;7,774;;913,331
31/08/2023 08:00;40143,599;12,667;13,379;63,494;8,04;;913,708
31/08/2023 09:00;40047,61;12,833;13,724;291,879;9,606;;913,94
31/08/2023 10:00;38452,139;12;12,975;208,156;10,989;;914,094
31/08/2023 11:00;37412,974;12;12,235;115,186;12,58;;913,933
31/08/2023 12:00;39534,442;11,167;11,78;224,999;14,245;;913,506
31/08/2023 13:00;39483,446;13;10,189;162,433;16,402;;912,565
31/08/2023 14:00;35804,906;13;9,854;210,461;17,553;;911,405
31/08/2023 15:00;29690,572;13,167;8,13;324,378;19,023;;910,132
31/08/2023 16:00;14698,126;13,167;6,288;324,92;20,217;;909,386
31/08/2023 17:00;12253,274;13;7,103;224,413;19,673;;908,685
31/08/2023 18:00;15167,067;14;6,471;70,666;17,717;;908,076
31/08/2023 19:00;4225,644;14;4,668;11,124;16,114;;907,783
31/08/2023 20:00;606,267;14,667;3,808;191,554;15,566;;908,02
31/08/2023 21:00;0;15;2,946;200,409;15,832;;908,246
31/08/2023 22:00;0;15;3,161;235,783;16,075;;908,251
31/08/2023 23:00;2617,382;14,167;5,11;300,824;16,151;;907,933
01/09/2023 00:00;4199,637;14,333;4,224;275,918;15,706;;908,164
01/09/2023 01:00;1408,095;15;4,122;316,428;14,185;;907,81
01/09/2023 02:00;187,702;15;3,31;115,087;13,892;;907,683
01/09/2023 03:00;715,279;14,667;4,374;56,45;14,388;;906,892
01/09/2023 04:00;8111,53;14;5,77;250,023;14,916;;906,08
01/09/2023 05:00;8863,039;14;6,115;44,915;15,39;;905,426
01/09/2023 06:00;9377,948;14,333;5,222;28,563;15,533;;905,357
01/09/2023 07:00;314,782;14,833;3,616;128,47;15,319;;905,565
01/09/2023 08:00;357,533;15;3,257;44,973;16,065;;905,983
01/09/2023 09:00;0;15;2,827;17,364;16,743;;907,004
01/09/2023 10:00;36,348;15;2,99;240,364;18,872;;907,74
01/09/2023 11:00;213,451;14,333;4,02;183,74;19,536;;907,492
01/09/2023 12:00;2260,317;13,5;4,978;141,269;20,585;;906,921
01/09/2023 13:00;7937,743;11,333;6,179;254,692;21,129;;905,961
01/09/2023 14:00;4697,468;13,5;4,792;313,133;22,436;;905,066
01/09/2023 15:00;1587,045;14;4,43;301,157;23,248;;904,523
01/09/2023 16:00;370,137;15;1,839;337,469;23,245;;904,208
01/09/2023 17:00;0;15;2,089;303,76;22,639;;904,068
01/09/2023 18:00;1804,562;10,5;5,685;160,582;20,614;;904,323
01/09/2023 19:00;22809,955;14;8,059;116,765;18,945;;904,491
01/09/2023 20:00;28214,641;14;8,613;131,277;18,129;;904,99
01/09/2023 21:00;23168,346;14;7,227;153,239;17,328;;905,736
01/09/2023 22:00;11320,325;14;6,035;332,142;16,644;;906,012
01/09/2023 23:00;17070,534;14;7,294;154,628;16,558;;906,077
02/09/2023 00:00;9911,881;14;5,698;341,533;15,291;;905,96
02/09/2023 01:00;8965,769;14;6,179;9,239;14,388;;905,973
02/09/2023 02:00;13072,161;14;6,754;27,214;13,447;;905,972
02/09/2023 03:00;14397,624;12,167;6,308;45,688;11,803;;905,933
02/09/2023 04:00;12320,701;14;6,989;312,208;10,951;;905,836
02/09/2023 05:00;28561,278;14;8,431;210,873;8,96;;906,517
02/09/2023 06:00;32453,805;14;8,708;300,04;7,317;;907,579
02/09/2023 07:00;23734,797;14;7,617;125,405;6,824;;908,315
02/09/2023 08:00;20203,862;13,833;7,276;276,963;6,76;;908,984
02/09/2023 09:00;13710,926;13;6,473;194,817;6,743;;909,225
02/09/2023 10:00;13063,335;13;6,88;103,206;7,293;;909,513
02/09/2023 11:00;17303,066;13;6,911;239,658;7,223;;909,752
02/09/2023 12:00;14839,832;13;6,842;172,542;6,849;;909,308
02/09/2023 13:00;15869,762;13,333;7,022;227,404;6,37;;908,663
02/09/2023 14:00;14477,052;14;6,712;206,095;6,384;;907,927
02/09/2023 15:00;20680,721;14;7,814;1,154;6,004;;907,516
02/09/2023 16:00;37730,633;14;9,598;291,795;6,125;;907,209
02/09/2023 17:00;37110,2;14;9,353;288,68;5,624;;907,142
02/09/2023 18:00;34969,916;14;9,272;289,814;4,86;;907,03
02/09/2023 19:00;39381,146;14;9,757;165,006;3,986;;906,766
02/09/2023 20:00;27198,424;14;7,781;226,302;3,277;;907,754
02/09/2023 21:00;31144,286;13,167;11,052;286,01;3,28;;907,611
02/09/2023 22:00;40354,813;13;12,037;35,759;3,21;;907,615
02/09/2023 23:00;41114,782;13;14,148;95,644;3,86;;907,254
03/09/2023 00:00;41019,68;13;13,686;180,214;4,645;;906,963
03/09/2023 01:00;40685,185;13;11,365;156,814;5,49;;907,054
03/09/2023 02:00;39602,121;13;10,732;338,961;5,635;;906,467
03/09/2023 03:00;38072,118;13;10,499;162,761;5,584;;905,998
03/09/2023 04:00;36152,835;13;9,984;94,091;5,34;;905,443
03/09/2023 05:00;31603,024;13;9,3;282,072;5,098;;905,349
03/09/2023 06:00;24177,09;13;8,262;332,381;5,225;;905,714
03/09/2023 07:00;17439,744;13;7,211;99,268;4,858;;906,001
03/09/2023 08:00;6206,828;13;6,141;331,272;4,713;;906,562
03/09/2023 09:00;9037,156;13,167;6,048;300,735;5,072;;906,821
03/09/2023 10:00;2962,331;13,833;4,939;293,126;5,293;;907,638
03/09/2023 11:00;2049,765;14;4,714;117,208;5,017;;908,33
03/09/2023 12:00;30,53;14;3,73;211,083;6,612;;908,696
03/09/2023 13:00;764,61;14;4,843;239,069;8,359;;908,552
03/09/2023 14:00;3408,051;14;5,228;259,409;7,431;;907,978
03/09/2023 15:00;2610,563;14;5,199;273,238;6,924;;907,546
03/09/2023 16:00;4775,43;14;5,467;104,531;6,431;;907,462
03/09/2023 17:00;3361,77;14;5,277;104,021;5,816;;908,209
03/09/2023 18:00;2656,216;14;5,048;241,28;5,406;;908,719
03/09/2023 19:00;4126,522;14;5,495;205,208;5,003;;909,069
03/09/2023 20:00;3873,786;14;4,969;79,068;5,11;;909,942
03/09/2023 21:00;3087,691;14;5,156;182,062;5,107;;910,762
03/09/2023 22:00;5162,443;14;5,497;109,44;5,22;;911,175
03/09/2023 23:00;2398,429;14;4,641;20,844;5,558;;911,489
04/09/2023 00:00;1297,745;14;4,612;233,362;5,785;;911,509
04/09/2023 01:00;1633,932;14;4,701;99,447;5,857;;911,408
04/09/2023 02:00;2033,407;14;4,688;100,544;6,247;;911,194
04/09/2023 03:00;3978,18;14;5,377;219,465;5,569;;911,209
04/09/2023 04:00;6123,248;14;5,695;17,966;4,929;;911,307
04/09/2023 05:00;10600,78;14;6,572;26,306;4,863;;911,712
04/09/2023 06:00;10093,94;14;6,327;220,207;5,1;;912,788
04/09/2023 07:00;5766,32;14;5,602;115,585;5,027;;913,547
04/09/2023 08:00;5377,405;14;5,953;267,934;4,932;;914,111
04/09/2023 09:00;13978,383;14;7,229;267,607;5,244;;914,726
04/09/2023 10:00;21365,278;14;8,051;71,007;6,421;;915,246
04/09/2023 11:00;39369,939;14,5;10,083;278,476;7,834;;915,265
04/09/2023 12:00;44259,012;14;11,423;176,945;8,602;;915,049
04/09/2023 13:00;44295,458;14;11,704;219,326;8,97;;914,57
04/09/2023 14:00;44164,673;14;11,215;322,246;9,097;;914,435
04/09/2023 15:00;44246,722;13,833;11,671;189,313;9,234;;913,801
04/09/2023 16:00;44244,416;14;11,96;297,73;9,451;;913,342
04/09/2023 17:00;44154,733;14;11,371;72,335;9,365;;913,106
04/09/2023 18:00;44150,813;14;11,14;23,197;8,947;;913,548
04/09/2023 19:00;43577,394;14;10,67;156,672;8,492;;914,337
04/09/2023 20:00;43606,427;14;11,327;152,277;8,089;;914,686
04/09/2023 21:00;44261,271;14;12,567;70,74;7,7;;914,602
04/09/2023 22:00;44356,59;14;12,487;127,946;7,634;;914,63
04/09/2023 23:00;42863,28;14;11,52;281,38;7,264;;914,916
05/09/2023 00:00;43261,25;14;10,928;199,257;7,002;;914,89
05/09/2023 01:00;36109,793;14;9,471;139,762;6,652;;914,745
05/09/2023 02:00;24726,187;13,833;7,616;270,497;6,59;;914,43
05/09/2023 03:00;11211,1;14;6,601;302,619;6,074;;914,03
05/09/2023 04:00;8909,693;13,833;6,173;123,304;6,164;;913,918
05/09/2023 05:00;6507,263;14;5,717;339,512;6,75;;914,055
05/09/2023 06:00;3829,529;14;5,626;159,913;7,396;;914,25
05/09/2023 07:00;8325,292;12,833;6,263;192,367;8,213;;914,618
